"slug","title_en","title_fr","title_ar","excerpt_en","excerpt_fr","excerpt_ar","tags","sources","source_url","apply_url","image_url","image_name","langs","published_at","extracted_at","deadline","rubrique_website","themes","organizations","eligibility_criteria","content_en","content_fr","content_ar","content_html"
"2025-national-stereoscopic-association-student-photography-ca-pozfla","2025 National Stereoscopic Association Student Photography, Ca...","","","Open to all students.
Entries will be juried by Jorge Daniel Torres de Veneciano by July 15 2025 (his bio is below). The deadline is July 1, 2025. Art...","","","","https://www.artworkarchive.com/call-for-entry/2025-national-stereoscopic-association-student-photography-call-for-entries-2025","https://www.artworkarchive.com/call-for-entry/2025-national-stereoscopic-association-student-photography-call-for-entries-2025","","https://d2juybermts1ho.cloudfront.net/assets/layout/aa_square-logo-trans-f2159b9a99fc2598d6c3dde365e526d99ddb4fdbf3e5608bbe3f285774d7ea57.png","","EN","2025-04-25 08:00:00","2025-05-13 16:49:17","","call-for-enty","education","","","Open to all students.
Entries will be juried by Jorge Daniel Torres de Veneciano by July 15 2025 (his bio is below). The deadline is July 1, 2025. Artists will be notified by July 18 of their inclusion in the digital exhibition via e-mail. Winners work is displayed on screen or in print at the National Stereoscopic Association Conference in Minneapolis, MN. Winners of awards are announced at the Annual NSA conference in early August. Entrants do not need to attend to submit work, all entries will receive free registration to the 3-D Con Conference August 3-11, 2025 (entrants should register in person at the event and bring student ID). Three works will be eligible for one of the following awards [$300, $200 and $100]. Conference website: https://www.3d-con.com/, NSA website: https://stereoworld.org/","","","<section class=external_link_security><p>Open to all students. <br>Entries will be juried by Jorge Daniel Torres de Veneciano by July 15 2025 (his bio is below). The deadline is July 1, 2025. Artists will be notified by July 18 of their inclusion in the digital exhibition via e-mail. Winners work is displayed on screen or in print at the National Stereoscopic Association Conference in Minneapolis, MN. Winners of awards are announced at the Annual NSA conference in early August. Entrants do not need to attend to submit work, all entries will receive free registration to the 3-D Con Conference August 3-11, 2025 (entrants should register in person at the event and bring student ID). Three works will be eligible for one of the following awards [$300, $200 and $100]. Conference website: https://www.3d-con.com/, NSA website: https://stereoworld.org/ </p></section>"
"cfp-the-almanac-of-artificial-seasons-book-site-wpqwmm","CFP: The Almanac of Artificial Seasons (Book/Site)","","","Edited By Delta Ark/World Engines Lab & Ilan Manouach
w/ the support of Src Material (Seattle) and Echo Chamber (Brussels)
What are the (synthetic, me...","","","","https://www.artworkarchive.com/call-for-entry/call-for-contributions-the-almanac-of-artificial-seasons-book-site-2025","https://www.artworkarchive.com/call-for-entry/call-for-contributions-the-almanac-of-artificial-seasons-book-site-2025","","https://d2juybermts1ho.cloudfront.net/assets/layout/aa_square-logo-trans-f2159b9a99fc2598d6c3dde365e526d99ddb4fdbf3e5608bbe3f285774d7ea57.png","","EN","2025-04-25 08:00:00","2025-05-13 16:49:18","","call-for-enty","education","","","Edited By Delta Ark/World Engines Lab & Ilan Manouach
w/ the support of Src Material (Seattle) and Echo Chamber (Brussels)
What are the (synthetic, mental, etc) landscapes that emerge from the deregulation of climate, the acceleration of machine learning technologies and trend towards neo-feudalism?
The Almanac of Artificial Seasons is a collection exploring the unstable territories emerging at the intersection of these forces.
They invite theoretical articles, comics and documentations for artistic projects such as Unreal Engine environments, motion capture performances and interactive narratives, that delve into the shifting landscapes where climate transformation, ai technologies, network (and anti- network) politics and artistic practice converge.
* Deadline for abstracts: July 1st, 2025
* Notifications of acceptance: August 1st, 2025
Send to: [email protected]","","","<section class=external_link_security><p>Edited By Delta Ark/World Engines Lab &amp; Ilan Manouach <br>w/ the support of Src Material (Seattle) and Echo Chamber (Brussels) <br><br>What are the (synthetic, mental, etc) landscapes that emerge from the deregulation of climate, the acceleration of machine learning technologies and trend towards neo-feudalism? </p><p>The Almanac of Artificial Seasons is a collection exploring the unstable territories emerging at the intersection of these forces. <br>They invite theoretical articles, comics and documentations for artistic projects such as Unreal Engine environments, motion capture performances and interactive narratives, that delve into the shifting landscapes where climate transformation, ai technologies, network (and anti- network) politics and artistic practice converge.</p><p> * Deadline for abstracts: July 1st, 2025 <br> * Notifications of acceptance: August 1st, 2025</p><p>Send to: <a href=/cdn-cgi/l/email-protection class=__cf_email__ data-cfemail=096865646867686a496c6a61666a6168646b6c7b276b6c>[email protected]</a></p></section>"
"donor-gifts-erogfz","Donor Gifts","","","​A donor partner (who would like to remain anonymous for the time being) would like to provide certain level donors with gifts in the $50-$100 dollar ...","","","","https://www.artworkarchive.com/call-for-entry/donor-gifts-2025","https://www.artworkarchive.com/call-for-entry/donor-gifts-2025","","https://d2juybermts1ho.cloudfront.net/assets/layout/aa_square-logo-trans-f2159b9a99fc2598d6c3dde365e526d99ddb4fdbf3e5608bbe3f285774d7ea57.png","","EN","2025-04-25 08:00:00","2025-05-13 16:49:19","","call-for-enty","education","","","​A donor partner (who would like to remain anonymous for the time being) would like to provide certain level donors with gifts in the $50-$100 dollar range and would love to have these gifts include their logo as part of the design. They will contract and pay the artist directly. Examples might include engraved or painted glassware, tumblers, coaters, or other items of decorative or utilitarian value.","","","<section class=external_link_security><p></p><div>​A donor partner (who would like to remain anonymous for the time being) would like to provide certain level donors with gifts in the $50-$100 dollar range and would love to have these gifts include their logo as part of the design. They will contract and pay the artist directly. Examples might include engraved or painted glassware, tumblers, coaters, or other items of decorative or utilitarian value.<br><br><br></div></section>"
"that-s-funny-dokvch","That's Funny","","","The McLean County Arts Center is excited to announce an open call for submissions for their upcoming exhibition, ""That's Funny"". They are looking for ...","","","","https://www.artworkarchive.com/call-for-entry/that-s-funny-2025","https://www.artworkarchive.com/call-for-entry/that-s-funny-2025","","https://assets.artworkarchive.com/image/upload/t_jpg_small/v1746632104/calls/Thats_Funny_exhibition_Call-to-artists_1_1_hscu0m.jpg","","EN","2025-05-07 08:00:00","2025-05-13 16:49:20","","call-for-enty","education","","","The McLean County Arts Center is excited to announce an open call for submissions for their upcoming exhibition, ""That's Funny"". They are looking for work that has wit, irony, and humor. Whether through unexpected juxtapositions or quirky interpretations of familiar scenes (or something else entirely), they invite artists to submit pieces that spark laughter and provoke thought.
There is a $10 entry fee. The deadline to enter is July 1, 2025. Decisions announced by July 16.
Open to all artists age 13+ living in the United States.
Accepted media include painting, drawing, printmaking, video, fiber/textile, photography, new media, and sculpture. Please do not submit AI generated materials.
Submitted work should be completed within the past 2 years.","","","<section class=external_link_security><p>The McLean County Arts Center is excited to announce an open call for submissions for their upcoming exhibition, ""That's Funny"". They are looking for work that has wit, irony, and humor. Whether through unexpected juxtapositions or quirky interpretations of familiar scenes (or something else entirely), they invite artists to submit pieces that spark laughter and provoke thought.</p><p>There is a $10 entry fee. The deadline to enter is July 1, 2025. Decisions announced by July 16.</p><p>Open to all artists age 13+ living in the United States. </p><p>Accepted media include painting, drawing, printmaking, video, fiber/textile, photography, new media, and sculpture. Please do not submit AI generated materials. </p><p>Submitted work should be completed within the past 2 years.</p></section>"
"contemporary-sculpture-exhibition-ejaved","Contemporary Sculpture Exhibition","","","The Art Center in Dover, New Hampshire, invites artists to submit original sculptures for a juried exhibition celebrating the diversity and creativity...","","","","https://www.artworkarchive.com/call-for-entry/contemporary-sculpture-exhibition-2025","https://www.artworkarchive.com/call-for-entry/contemporary-sculpture-exhibition-2025","","https://d2juybermts1ho.cloudfront.net/assets/layout/aa_square-logo-trans-f2159b9a99fc2598d6c3dde365e526d99ddb4fdbf3e5608bbe3f285774d7ea57.png","","EN","2025-04-25 08:00:00","2025-05-13 16:49:21","","call-for-enty","education","","","The Art Center in Dover, New Hampshire, invites artists to submit original sculptures for a juried exhibition celebrating the diversity and creativity of contemporary sculpture. Artists may submit up to three entries, which must be their original designs and available for sale during the exhibition. The Art Center will retain a 30% commission on all works sold.","","","<section class=external_link_security><p>The Art Center in Dover, New Hampshire, invites artists to submit original sculptures for a juried exhibition celebrating the diversity and creativity of contemporary sculpture. Artists may submit up to three entries, which must be their original designs and available for sale during the exhibition. The Art Center will retain a 30% commission on all works sold.</p></section>"
"mother-dearest-eternal-bond-children-and-youth-edition-aswbbo","Mother Dearest: Eternal Bond - Children and Youth Edition","","","""Mother Dearest: External Bond"" — Children and Youth EditionNike Art Gallery USA is thrilled to invite young creatives to participate in a special Chi...","","","","https://www.artworkarchive.com/call-for-entry/mother-dearest-eternal-bond-children-and-youth-edition-2025","https://www.artworkarchive.com/call-for-entry/mother-dearest-eternal-bond-children-and-youth-edition-2025","","https://assets.artworkarchive.com/image/upload/t_jpg_small/v1745425935/olsrrkuz8ue2ozfankiv.jpg","","EN","2025-04-23 08:00:00","2025-05-13 16:49:22","","call-for-enty","education","","","""Mother Dearest: External Bond"" — Children and Youth EditionNike Art Gallery USA is thrilled to invite young creatives to participate in a special Children and Youth Edition of the celebrated ""Mother Dearest"" exhibition! We welcome Children and youth from Ages 13-18 from all across the globe to share their artistic voices and perspectives in this powerful celebration of motherhood, caregiving, and mentorship.
This year’s theme, ""Mother Dearest: External Bond,"" explores the unbreakable and timeless connection between a mother and child — a love transcending distance, time, and circumstances. We encourage students to reflect on the many forms of nurturing, care, and guidance, inviting them to expand their ideas of motherhood and celebrate those who have played a significant role in shaping their lives.
We call on art teachers and parents to inspire and support their youth in sharing their creative interpretations of this theme through diverse visual and folkloric media. This is an incredible opportunity for young artists to showcase their talents, tell their stories, and connect with a broader artistic community.","","","<section class=external_link_security><p></p><h1>""Mother Dearest: External Bond"" — Children and Youth Edition</h1><div>Nike Art Gallery USA is thrilled to invite young creatives to participate in a special Children and Youth Edition of the celebrated ""Mother Dearest"" exhibition! We welcome Children and youth from Ages 13-18 from all across the globe to share their artistic voices and perspectives in this powerful celebration of motherhood, caregiving, and mentorship.</div><div><br><br>This year’s theme, ""Mother Dearest: External Bond,"" explores the unbreakable and timeless connection between a mother and child — a love transcending distance, time, and circumstances. We encourage students to reflect on the many forms of nurturing, care, and guidance, inviting them to expand their ideas of motherhood and celebrate those who have played a significant role in shaping their lives.<br><br><br></div><div><br><br>We call on art teachers and parents to inspire and support their youth in sharing their creative interpretations of this theme through diverse visual and folkloric media. This is an incredible opportunity for young artists to showcase their talents, tell their stories, and connect with a broader artistic community.</div><div><br></div></section>"
"jewelry-artist-in-residence-program-at-mendocino-art-center-oc-zggmcb","Jewelry Artist in Residence Program at Mendocino Art Center Oc...","","","Located where redwoods meet the Pacific ocean on coastal Pomo land Re-formed, is a 7 week Artist in Residency program at the Mendocino Art Center desi...","","","","https://www.artworkarchive.com/call-for-entry/jewelry-aritist-in-residence-program-at-mendocino-art-center-2025","https://www.artworkarchive.com/call-for-entry/jewelry-aritist-in-residence-program-at-mendocino-art-center-2025","","https://assets.artworkarchive.com/image/upload/t_jpg_small/v1745595592/orpg3foeu4y9tmdpnhit.png","","EN","2025-04-25 08:00:00","2025-05-13 16:49:23","","call-for-enty","education","","","Located where redwoods meet the Pacific ocean on coastal Pomo land Re-formed, is a 7 week Artist in Residency program at the Mendocino Art Center designed for artists working in the jewelry arts. This residency provides an opportunity for artists to deepen their practice in a spacious studio with an ocean view while engaging in a supportive artist community. The structure of the residency will be self-directed and up to the participants on how they would like to spend their time. AIR’s will be housed in a private studio apartment on-site and have 24-hour access to their studio space. AIRs are invited to exhibit their work at the culmination of the residency in one of our galleries. Teaching opportunities, and discounted classes available. Residents are encouraged to give an artist talk midway through the residency. Jewelry Facilities
Private bench with flex shaft
Rolling mills
Vented soldering stations ( acetylene air and oxy acetylene torches)
Hammers, anvils , and all forming equipment
Enameling kilns
Polishing machine, ultrasonic , tumbler
Puk laser welder
All hand tools
Drill press / Hydraulic press etc
Private apartment
Each resident will have their own furnished studio apartment, outfitted with a queen bed, seating, kitchen, and bathroom.A cohort of peers
Residents will live in close proximity to each other, and are encouraged to build community in their time here. Residents will also have access to a shared kitchen space for communal meals.
Here is a help document in case you should have trouble applying through Artwork Archive:https://help.artworkarchive.com/en/articles/10246083-how-to-apply-to-a-call-on-artwork-archive-using-a-submit-only-account","","","<section class=external_link_security><p></p><div>Located where redwoods meet the Pacific ocean on coastal Pomo land <em>Re-formed,</em> is a 7 week Artist in Residency program at the Mendocino Art Center designed for artists working in the jewelry arts. This residency provides an opportunity for artists to deepen their practice in a spacious studio with an ocean view while engaging in a supportive artist community. The structure of the residency will be self-directed and up to the participants on how they would like to spend their time. AIR’s will be housed in a private studio apartment on-site and have 24-hour access to their studio space. AIRs are invited to exhibit their work at the culmination of the residency in one of our galleries. Teaching opportunities, and discounted classes available. Residents are encouraged to give an artist talk midway through the residency. <br><br><br><strong>Jewelry Facilities</strong><br></div><ul><br><li>Private bench with flex shaft</li><br><li>Rolling mills</li><br><li>Vented soldering stations ( acetylene air and oxy acetylene torches)</li><br><li>Hammers, anvils , and all forming equipment</li><br><li>Enameling kilns</li><br><li>Polishing machine, ultrasonic , tumbler</li><br><li>Puk laser welder</li><br><li>All hand tools</li><br><li>Drill press / Hydraulic press etc</li><br></ul><div><br><strong><br>Private apartment<br></strong><br><br></div><div>Each resident will have their own furnished studio apartment, outfitted with a queen bed, seating, kitchen, and bathroom.<br><br><br><strong>A cohort of peers</strong><br><br><br></div><div>Residents will live in close proximity to each other, and are encouraged to build community in their time here. Residents will also have access to a shared kitchen space for communal meals.<strong> </strong><br></div><div><br><br><br><strong>Here is a help document in case you should have trouble applying through Artwork Archive:</strong><br>https://help.artworkarchive.com/en/articles/10246083-how-to-apply-to-a-call-on-artwork-archive-using-a-submit-only-account<br><br><br><br><br></div><div><br></div><div><br></div><div><br></div></section>"
"ucross-foundation-residency-spring-2026-eftvfq","Ucross Foundation Residency - Spring 2026","","","Ucross strives to provide a respectful, comfortable, and productive environment, freeing artists from the pressures and distractions of daily life. Ea...","","","","https://www.artworkarchive.com/call-for-entry/ucross-foundation-residency-2025","https://www.artworkarchive.com/call-for-entry/ucross-foundation-residency-2025","","https://d2juybermts1ho.cloudfront.net/assets/layout/aa_square-logo-trans-f2159b9a99fc2598d6c3dde365e526d99ddb4fdbf3e5608bbe3f285774d7ea57.png","","EN","2025-04-25 08:00:00","2025-05-13 16:49:24","","call-for-enty","education","","","Ucross strives to provide a respectful, comfortable, and productive environment, freeing artists from the pressures and distractions of daily life. Each year, they provide residencies to approximately 115 individuals. Residencies range from two weeks to six weeks in length. At any one time, there are up to ten individuals in residence, typically four writers, four visual artists, and two composers. Ucross provides each artist with living accommodations, meals, work space, and uninterrupted time so that the artists can focus on their creative process. Residents are responsible for providing their own working materials and for their travel to Sheridan, Wyoming. There is no charge for a residency. The residency program is open to visual artists, writers, composers, choreographers, interdisciplinary artists, performance artists, and collaborative teams.","","","<section class=external_link_security><p>Ucross strives to provide a respectful, comfortable, and productive environment, freeing artists from the pressures and distractions of daily life. Each year, they provide residencies to approximately 115 individuals. Residencies range from two weeks to six weeks in length. At any one time, there are up to ten individuals in residence, typically four writers, four visual artists, and two composers. Ucross provides each artist with living accommodations, meals, work space, and uninterrupted time so that the artists can focus on their creative process. Residents are responsible for providing their own working materials and for their travel to Sheridan, Wyoming. There is no charge for a residency. The residency program is open to visual artists, writers, composers, choreographers, interdisciplinary artists, performance artists, and collaborative teams.</p></section>"
"beautiful-bizarre-art-prize-gvmvyc","Beautiful Bizarre Art Prize","","","The Beautiful Bizarre Art Prize is an annual non-acquisitive international art prize that celebrates diversity and excellence in the representational ...","","","","https://www.artworkarchive.com/call-for-entry/beautiful-bizarre-art-prize-2025","https://www.artworkarchive.com/call-for-entry/beautiful-bizarre-art-prize-2025","","https://assets.artworkarchive.com/image/upload/t_jpg_small/v1739899166/calls/Emerging_Artist_award_1st_prize_winner_Nadine_Tralala_kopfscheu_vkbosl.jpg","","EN","2025-02-18 08:00:00","2025-05-13 16:49:24","","call-for-enty","education","","","The Beautiful Bizarre Art Prize is an annual non-acquisitive international art prize that celebrates diversity and excellence in the representational visual arts. It includes all static mediums: Traditional Art media, Digital Art media, and Photographic media; and all styles from realism and hyperrealism, to pop surrealism and lowbrow.
There are six award categories: Photography, Drawing, Painting, Sculpture, Digital Art, and Emerging Artist award. All Finalists also have the chance to win the People's Choice award, as voted for by the public.
With a prize pool of over USD$70,000 in cash and prizes, The Prize seeks to inspire creatives to pursue a life and career in the arts, and to help careers grow through funding and increased exposure of their work globally.","","","<section class=external_link_security><p>The Beautiful Bizarre Art Prize is an annual non-acquisitive international art prize that celebrates diversity and excellence in the representational visual arts. It includes all static mediums: Traditional Art media, Digital Art media, and Photographic media; and all styles from realism and hyperrealism, to pop surrealism and lowbrow. <br><br>There are six award categories: Photography, Drawing, Painting, Sculpture, Digital Art, and Emerging Artist award. All Finalists also have the chance to win the People's Choice award, as voted for by the public. <br><br>With a prize pool of over USD$70,000 in cash and prizes, The Prize seeks to inspire creatives to pursue a life and career in the arts, and to help careers grow through funding and increased exposure of their work globally.</p></section>"
"beautiful-bizarre-art-prize-2025-jsrzeg","Beautiful Bizarre Art Prize 2025","","","The Beautiful Bizarre Art Prize, now in its 8th year, is an annual non-acquisitive international art prize that celebrates diversity and excellence in...","","","","https://www.artworkarchive.com/call-for-entry/beautiful-bizarre-art-prize-2025-2025","https://www.artworkarchive.com/call-for-entry/beautiful-bizarre-art-prize-2025-2025","","https://d2juybermts1ho.cloudfront.net/assets/layout/aa_square-logo-trans-f2159b9a99fc2598d6c3dde365e526d99ddb4fdbf3e5608bbe3f285774d7ea57.png","","EN","2025-04-25 08:00:00","2025-05-13 16:49:25","","call-for-enty","education","","","The Beautiful Bizarre Art Prize, now in its 8th year, is an annual non-acquisitive international art prize that celebrates diversity and excellence in the representational visual arts. The exhibition opens at Haven Gallery in Northport, NY, USA. Over USD$70,000 worth of cash and product prizes. Open to all static mediums: Traditional Art media, Digital Art media, and Photographic media; and all styles from realism and hyperrealism, to pop surrealism and lowbrow. It has 5 award categories you can enter: Painting, Drawing, Photography, Sculpture, Digital Art, and Emerging Artist award. You can enter more than one category if you wish.","","","<section class=external_link_security><p>The Beautiful Bizarre Art Prize, now in its 8th year, is an annual non-acquisitive international art prize that celebrates diversity and excellence in the representational visual arts. The exhibition opens at Haven Gallery in Northport, NY, USA. Over USD$70,000 worth of cash and product prizes. Open to all static mediums: Traditional Art media, Digital Art media, and Photographic media; and all styles from realism and hyperrealism, to pop surrealism and lowbrow. It has 5 award categories you can enter: Painting, Drawing, Photography, Sculpture, Digital Art, and Emerging Artist award. You can enter more than one category if you wish.</p></section>"
"2025-new-england-regional-juried-exhibition-qpmbnn","2025 New England Regional Juried Exhibition","","","August 30 - September 27
The New England Regional Juried Exhibition is a juried show featuring the best of representational painting, drawing, and scu...","","","","https://www.artworkarchive.com/call-for-entry/2025-new-england-regional-juried-exhibition-2025","https://www.artworkarchive.com/call-for-entry/2025-new-england-regional-juried-exhibition-2025","","https://assets.artworkarchive.com/image/upload/t_jpg_small/v1745090718/calls/NERJE_2025_Facebook_Event_obvfcd.jpg","","EN","2025-04-19 08:00:00","2025-05-13 16:49:26","","call-for-enty","education","","","August 30 - September 27
The New England Regional Juried Exhibition is a juried show featuring the best of representational painting, drawing, and sculpture by regional artists who work in the realist tradition.
The exhibition will be on view in the historic President's Gallery at the Guild's Newbury Street location, which features a skylight to allow viewing of artworks in natural light.
Selected artists will have the opportunity to exhibit where the great artists of the Boston School showed their work. Please review the prospectus and apply on their website, and if you have any questions, please call the gallery at 617.536.7660 or e-mail them at [email protected].","","","<section class=external_link_security><p>August 30 - September 27 <br>The New England Regional Juried Exhibition is a juried show featuring the best of representational painting, drawing, and sculpture by regional artists who work in the realist tradition.</p><p>The exhibition will be on view in the historic President's Gallery at the Guild's Newbury Street location, which features a skylight to allow viewing of artworks in natural light. </p><p>Selected artists will have the opportunity to exhibit where the great artists of the Boston School showed their work. Please review the prospectus and apply on their website, and if you have any questions, please call the gallery at 617.536.7660 or e-mail them at <a href=/cdn-cgi/l/email-protection class=__cf_email__ data-cfemail=98daf7ebecf7f6dfedf1f4fcd8fff5f9f1f4b6fbf7f5>[email protected]</a>.</p></section>"
"call-for-artists-boynes-artist-award-12th-edition-now-open-nusnxu","Call for Artists: Boynes Artist Award – 12th Edition Now Open!","","","The Boynes Artist Award is now accepting submissions for its 12th Edition! Open to emerging, mid-career, and established artists worldwide, this inter...","","","","https://www.artworkarchive.com/call-for-entry/call-for-artists-boynes-artist-award-12th-edition-now-open-2025","https://www.artworkarchive.com/call-for-entry/call-for-artists-boynes-artist-award-12th-edition-now-open-2025","","https://assets.artworkarchive.com/image/upload/t_jpg_small/v1743451221/calls/12th_edition_open_il9xkv.png","","EN","2025-03-31 08:00:00","2025-05-13 16:49:27","","call-for-enty","education","","","The Boynes Artist Award is now accepting submissions for its 12th Edition! Open to emerging, mid-career, and established artists worldwide, this international art award welcomes all visual mediums including painting, drawing, photography, mixed media, digital, sculpture, and printmaking.
Enter the 12th Edition of the Boynes Artist Award for a chance to win $2,000 USD, a double-spread feature in Create! Magazine, an ad campaign, a published interview, a showcase on our website, and global exposure. 2nd and 3rd place winners also receive cash prizes, interviews, and promotions. Submit up to 10 artworks, starting at $40 USD for 3 pieces ($10 per additional artwork). Enjoy 25% off with our Early Bird Deadline on May 30, 2025. Final submissions close July 30, 2025. Winners announced September 2025.","","","<section class=external_link_security><p>The Boynes Artist Award is now accepting submissions for its 12th Edition! Open to emerging, mid-career, and established artists worldwide, this international art award welcomes all visual mediums including painting, drawing, photography, mixed media, digital, sculpture, and printmaking.</p><p>Enter the 12th Edition of the Boynes Artist Award for a chance to win $2,000 USD, a double-spread feature in Create! Magazine, an ad campaign, a published interview, a showcase on our website, and global exposure. 2nd and 3rd place winners also receive cash prizes, interviews, and promotions. Submit up to 10 artworks, starting at $40 USD for 3 pieces ($10 per additional artwork). Enjoy 25% off with our Early Bird Deadline on May 30, 2025. Final submissions close July 30, 2025. Winners announced September 2025.</p></section>"
"american-wildlife-art-competition-exhibition-ycibtg","American Wildlife Art Competition & Exhibition","","","Arcadian Gallery in Cumberland, MD seeks entries for a juried art exhibition, October 1-31, 2025. $5250 in prizes. Juror: Carel Pieter Brest van Kempe...","","","","https://www.artworkarchive.com/call-for-entry/american-wildlife-art-competition-exhibition-2025","https://www.artworkarchive.com/call-for-entry/american-wildlife-art-competition-exhibition-2025","","https://d2juybermts1ho.cloudfront.net/assets/layout/aa_square-logo-trans-f2159b9a99fc2598d6c3dde365e526d99ddb4fdbf3e5608bbe3f285774d7ea57.png","","EN","2025-04-25 08:00:00","2025-05-13 16:49:28","","call-for-enty","education","","","Arcadian Gallery in Cumberland, MD seeks entries for a juried art exhibition, October 1-31, 2025. $5250 in prizes. Juror: Carel Pieter Brest van Kempen. Two-dimensional artwork only. This exhibition is unusual in that it welcomes fine art print submissions and original artwork. Artists may also submit digital files, which, if accepted into the exhibition, the Gallery will print for the brick-and-mortar show. There will be an online exhibition as well. Artwork must depict North, Central, or South American wildlife and may include extinct species, including dinosaurs. Artwork may not be priced higher than $4000 and must have been created within the last seven years.","","","<section class=external_link_security><p>Arcadian Gallery in Cumberland, MD seeks entries for a juried art exhibition, October 1-31, 2025. $5250 in prizes. Juror: Carel Pieter Brest van Kempen. Two-dimensional artwork only. This exhibition is unusual in that it welcomes fine art print submissions and original artwork. Artists may also submit digital files, which, if accepted into the exhibition, the Gallery will print for the brick-and-mortar show. There will be an online exhibition as well. Artwork must depict North, Central, or South American wildlife and may include extinct species, including dinosaurs. Artwork may not be priced higher than $4000 and must have been created within the last seven years. </p></section>"
"blu-sky-artist-award-july-2025-edition-1000-in-grants-for-gggykn","Blu Sky Artist Award: July 2025 Edition |  $1000 in Grants for...","","","The Blu-Sky Artist Award (BSAA) is an online international semi-annual prize put forward by Ten Moir Gallery. Through this award, the gallery aims to ...","","","","https://www.artworkarchive.com/call-for-entry/blu-sky-artist-award-july-2025-edition-1000-in-grants-for-artists-2025","https://www.artworkarchive.com/call-for-entry/blu-sky-artist-award-july-2025-edition-1000-in-grants-for-artists-2025","","https://d2juybermts1ho.cloudfront.net/assets/layout/aa_square-logo-trans-f2159b9a99fc2598d6c3dde365e526d99ddb4fdbf3e5608bbe3f285774d7ea57.png","","EN","2025-04-25 08:00:00","2025-05-13 16:49:29","","call-for-enty","education","","","The Blu-Sky Artist Award (BSAA) is an online international semi-annual prize put forward by Ten Moir Gallery. Through this award, the gallery aims to recognize and encourage upcoming talented artists from across the world and provide them with a platform to showcase their work.
This award comes with an unrestricted financial reward, which allows aspiring talents to develop their skills and increase their chances of becoming successful professionally within the art field. Moreover, Ten Moir Gallery takes this award one step further by enhancing the careers of these artists through $500 cash prize and published interview.","","","<section class=external_link_security><p>The Blu-Sky Artist Award (BSAA) is an online international semi-annual prize put forward by Ten Moir Gallery. Through this award, the gallery aims to recognize and encourage upcoming talented artists from across the world and provide them with a platform to showcase their work.</p><p>This award comes with an unrestricted financial reward, which allows aspiring talents to develop their skills and increase their chances of becoming successful professionally within the art field. Moreover, Ten Moir Gallery takes this award one step further by enhancing the careers of these artists through $500 cash prize and published interview. </p></section>"
"1k-open-theme-competition-xqvbia","$1K Open Theme Competition","","","They invite you to take part in their 2025 Open Theme Competition. Whether you paint, sculpt, photograph, or create digital art, they want to see how ...","","","","https://www.artworkarchive.com/call-for-entry/1k-open-theme-competition-2025","https://www.artworkarchive.com/call-for-entry/1k-open-theme-competition-2025","","https://d2juybermts1ho.cloudfront.net/assets/layout/aa_square-logo-trans-f2159b9a99fc2598d6c3dde365e526d99ddb4fdbf3e5608bbe3f285774d7ea57.png","","EN","2025-04-25 08:00:00","2025-05-13 16:49:30","","call-for-enty","education","","","They invite you to take part in their 2025 Open Theme Competition. Whether you paint, sculpt, photograph, or create digital art, they want to see how you push boundaries, provoke thought, or capture a moment. One standout entry will receive a $1000 cash prize and a feature in their upcoming issue.
Theme: Completely open—interpret freely, without restrictions.
Mediums: All artistic forms welcomed (including traditional, digital, mixed media, photography, and experimental).
Submission: Provide high-resolution images or files of your work along with a concise artist statement (max 200 words) that highlights your concept or process.","","","<section class=external_link_security><p>They invite you to take part in their 2025 Open Theme Competition. Whether you paint, sculpt, photograph, or create digital art, they want to see how you push boundaries, provoke thought, or capture a moment. One standout entry will receive a $1000 cash prize and a feature in their upcoming issue.</p><p>Theme: Completely open—interpret freely, without restrictions. <br>Mediums: All artistic forms welcomed (including traditional, digital, mixed media, photography, and experimental). <br>Submission: Provide high-resolution images or files of your work along with a concise artist statement (max 200 words) that highlights your concept or process.</p></section>"
"publish-your-artwork-in-an-ivy-league-magazine-summer-2025-issue-hmfafo","Publish Your Artwork in an Ivy League Magazine: Summer 2025 Issue","","","PJAS is a vibrant platform for individuals all around the world to share their scholarly and creative pursuits. The diverse voices amplified by their ...","","","","https://www.artworkarchive.com/call-for-entry/publish-your-artwork-in-an-ivy-league-magazine-summer-2025-issue-2025","https://www.artworkarchive.com/call-for-entry/publish-your-artwork-in-an-ivy-league-magazine-summer-2025-issue-2025","","https://d2juybermts1ho.cloudfront.net/assets/layout/aa_square-logo-trans-f2159b9a99fc2598d6c3dde365e526d99ddb4fdbf3e5608bbe3f285774d7ea57.png","","EN","2025-04-25 08:00:00","2025-05-13 16:49:31","","call-for-enty","education","","","PJAS is a vibrant platform for individuals all around the world to share their scholarly and creative pursuits. The diverse voices amplified by their journal showcase all types of creative work--from visual arts and installations to literary arts and poetry. With contributors from all walks of life, PJAS aims to cultivate a community rich with intellectual curiosity. They accept submissions on a rolling basis year-round, with their upcoming quarterly issue published online and in print in Spring 2025.","","","<section class=external_link_security><p>PJAS is a vibrant platform for individuals all around the world to share their scholarly and creative pursuits. The diverse voices amplified by their journal showcase all types of creative work--from visual arts and installations to literary arts and poetry. With contributors from all walks of life, PJAS aims to cultivate a community rich with intellectual curiosity. They accept submissions on a rolling basis year-round, with their upcoming quarterly issue published online and in print in Spring 2025.</p></section>"
