"slug","title_en","title_fr","title_ar","excerpt_fr","excerpt_ar","sources","image_url","image_name","langs","published_at","extracted_at","deadline","rubrique_website","themes","organizations","content_fr","content_ar","content_html"
"house-on-fire-collabonation-grants-for-southern-african-music-artists-ajtyyb","House On Fire: CollaboNation Grants for Southern African Music Artists","","","","","https://on-the-move.org/news/house-fire-collabonation-grants-southern-african-music-artists","https://on-the-move.org/sites/default/files/styles/article_desktop_1x/public/news/2022-12/collabonation.jpg?itok=OklAzZll","","EN","2022-12-09 08:00:00","2022-12-26 11:34:47","2023-01-23 23:59:00","culture","culture","","","","<div id=block-otm-content class=""block block-system block-system-main-block""><article role=article about=/news/house-fire-collabonation-grants-southern-african-music-artists class=""node node--type-news-calls node--promoted node--view-mode-full""><div class=node__content><div class=""clearfix text-formatted field field--name-body field--type-text-with-summary field--label-hidden field__item""><p>Brought to you by House On Fire, the team behind the <span class=caps>MTN</span> Bushfire festival, CollaboNation offers artists from Eswatini, Botswana, Lesotho, Mozambique and Zimbabwe the opportunity to collaborate with each other to record original and inspirational songs, in line with the social values of <span class=caps>MTN</span> Bushfire.</p><p>CollaboNation will be a content and artist-driven journey, showcasing the creative and collaborative process of the artists before and during the song’s studio recording. The journey culminates in a live performance by the artists on the internationally celebrated stages at <span class=caps>MTN</span> Bushfire 2023, resulting in a complete, professional, music video. Distribution will be handled in partnership with the world-wide distributor Paradise Africa.</p><p>The aim is to extend the reach of Southern African artists, exposing them to new audiences, media, promoters and other industry professionals, in order to access new markets and communities while developing artist brands.</p><p>The grant is open to artists from eSwatini, Lesotho, Zimbabwe, Mozambique and Botswana for the opportunity to collaborate with each other to record original and inspirational songs, in line with the social and environmental values of House On Fire and the <span class=caps>MTN</span> Bushfire Festival. It seeks to extend the reach of Southern African artists, exposing them to new audiences, media, promoters and other industry professionals in order to access new markets and communities while developing artist brands.</p><p>House On Fire will provide:</p><ul><li><strong>Travel costs for the collaboration.</strong></li><li>Professionally recorded and produced song.</li><li>Professionally recorded and produced music video.</li><li>A distribution contract with Paradise Africa Distribution for the song.</li><li>International flighting of the music video on international <span class=caps>TV</span> stations.</li><li>Paid performance at the <span class=caps>MTN</span> Bushfire festival, in Eswatini.</li></ul></div></div></article></div>"
"artist-residency-in-the-old-mining-town-of-schwaz-austria-ximvfo","Artist Residency in the Old Mining Town of Schwaz (Austria)","","","","","https://on-the-move.org/news/artist-residency-old-mining-town-schwaz-austria","https://on-the-move.org/sites/default/files/styles/article_desktop_1x/public/news/2022-12/schwaz.jpg?itok=ngJulfhV","","EN","2022-12-09 08:00:00","2022-12-26 11:34:47","2023-01-31 23:59:00","culture","culture","","","","<div id=block-otm-content class=""block block-system block-system-main-block""><article role=article about=/news/artist-residency-old-mining-town-schwaz-austria class=""node node--type-news-calls node--promoted node--view-mode-full""><div class=node__content><div class=""clearfix text-formatted field field--name-body field--type-text-with-summary field--label-hidden field__item""><p>The city of Schwaz in Tyrol, Austria will be granting a residency to professional visual artists, media artists and curators in 2023.<br><br> An old mining town, Schwaz is surrounded by nature and has a wide range of cultural offerings in a concentrated area. It is an invitation to slow down one’s working process, to elaborate and delve more deeply into the development of a project. </p><p>The residency hopes to foster an intercultural dialogue in which the artistic process, research and production can be explored in juxtaposition with local themes. <br><br> A studio apartment as well as a studio/workroom will be available to the resident for a minimum of 4 to a maximum of 8 weeks. The planned period includes April and May 2023. The studio is centrally located in Innsbrucker Straße in Schwaz, directly in the Mathoi Haus (city archives). The apartment is within a few hundred metres of the studio in a beautiful location. <br><br> Additional to accommodation and studio facilities, the city of Schwaz will issue a stipend of €1500 per month over the duration of the residency to support artistic activities, up to a maximum of €3000 over a two-month stay. If the residency is terminated prematurely, the amount of support is reduced accordingly by the number of days. <strong>A travel subsidy of up to €200 is also available. </strong></p><p>Production costs or transport of art works to and from Schwaz are not covered. Working hours are at the resident’s discretion.</p></div></div></article></div>"
"markk-gerda-henkel-fellowship-programme-for-african-curators-and-scholars-germany-ciqhsk","MARKK: Gerda Henkel Fellowship-Programme for African Curators and Scholars (Germany)","","","","","https://on-the-move.org/news/markk-gerda-henkel-fellowship-programme-african-curators-and-scholars-germany","https://on-the-move.org/sites/default/files/styles/article_desktop_1x/public/news/2022-12/markk.jpg?itok=nVXHFxXl","","EN","2022-12-09 08:00:00","2022-12-26 11:34:48","2023-01-22 23:59:00","culture","culture","","","","<div id=block-otm-content class=""block block-system block-system-main-block""><article role=article about=/news/markk-gerda-henkel-fellowship-programme-african-curators-and-scholars-germany class=""node node--type-news-calls node--promoted node--view-mode-full""><div class=node__content><div class=""clearfix text-formatted field field--name-body field--type-text-with-summary field--label-hidden field__item""><p>Gerda Henkel Fellowship-Programme aims at supporting four German museums holding African collections – in Leipzig/Dresden/Herrnhut (Saxony), Hamburg, Cologne, and Stuttgart – in their engagement to decolonise their museum practice and to foster a new ethics of collaboration with the African continent. It offers 4 promising African candidates based on the continent an opportunity to become a team member of a German museum and to pursue their own exhibition, educational or research project and contribute to the overall development of the museum, while at the same time building on their professional experience.</p><p>The current call is for a fellowship at the Museum am Rothenbaum - Kulturen und Künste der Welt (<span class=caps>MARKK</span>) in Hamburg, starting in April 2023. </p><p><span class=caps>MARKK</span> offers:</p><ul><li><strong>A monthly stipend of 2875€ gross, for 24 months with the possibility of an extension for another 12 months.</strong></li><li>A travel budget of 2000€ to cultivate exchange and collaboration with the Gerda Henkel fellows at the three other museums and their host institutions.</li><li>A budget of 6000€ to complete research in Africa to support the project at the museum.</li><li>A project budget of 25,000 € to complete an exhibition programme, education or research project at the museum.</li></ul><p><span class=caps>MARKK</span> are specifically looking for a curator/scholar with experience in working with and researching cultural and art objects. The focus of the fellowship should ideally lie on collections from the Democratic Republic of the Congo (mostly from the Kasai and central regions) or Nigerian collections (mostly from the coastal areas or the Plateau regions). S/he will help to establish contacts for collaboration to contribute contemporary perspectives on the historic collections.</p><p>The fellow will be further involved in the conceptualisation of a new permanent exhibition and in <span class=caps>MARKK</span>’s overall process of rethinking museums and exhibition practices.</p></div></div></article></div>"
"pink-pavilion-call-for-playwrights-and-dramatic-texts-denmark-kmqige","Pink Pavilion: Call for Playwrights and Dramatic Texts (Denmark)","","","","","https://on-the-move.org/news/pink-pavilion-call-playwrights-and-dramatic-texts-denmark","https://on-the-move.org/sites/default/files/styles/article_desktop_1x/public/news/2022-12/pink-pavillion.jpg?itok=3dhFLnko","","EN","2022-12-09 08:00:00","2022-12-26 11:34:49","2023-01-10 23:59:00","culture","culture","","","","<div id=block-otm-content class=""block block-system block-system-main-block""><article role=article about=/news/pink-pavilion-call-playwrights-and-dramatic-texts-denmark class=""node node--type-news-calls node--promoted node--view-mode-full""><div class=node__content><div class=""clearfix text-formatted field field--name-body field--type-text-with-summary field--label-hidden field__item""><p>Blaagaard Teater is organising the international reading festival Pink Pavilion in May 2023 in collaboration with the development platform for new writing. Pink Pavilion is looking for playwrights who are interested in having an excerpt of their finished work read.</p><p>What is Pink Pavilion? Pink Pavilion is a festival where both Danish and international theatre artists can come together around new dramatic writing that gives us more angles on a shared, global world. The festival contributes to the internationalisation of the performing arts, where the performing arts community and the theatre industry can experience other cultures, have conventions, and learn about traditions. The festival will be held in a safe, relaxed and festive setting at Blaagaard Teater in Copenhagen and at Teater Katapult in Aarhus on 11, 12 and 13 May 2023.</p><p>An excerpt from your script will be chosen to suit a 30 minute staged reading. This extract will be translated into Danish and possibly English. The excerpt will be worked on in a 4-day rehearsal period with a director and up to 4 actors. Pink Pavilion will buy the rights for performing your play. <strong>The assignment is paid and the organisers cover your stay in Copenhagen and your transport costs.</strong></p><p>This year’s theme is <span class=caps>POWER</span>, in all its forms: political, personal, human and social. The work you apply with must be connected in some way to the theme - it can be both in a literal sense or a loose association. The work you are applying with must have been performed previously or be in its completed form.</p></div></div></article></div>"
"valletta-cultural-agency-call-for-street-art-installations-malta-oavxll","Valletta Cultural Agency: Call for Street Art Installations (Malta)","","","","","https://on-the-move.org/news/valletta-cultural-agency-call-street-art-installations-malta","https://on-the-move.org/sites/default/files/styles/article_desktop_1x/public/news/2022-12/VCA.jpeg?itok=FQ5HLF3f","","EN","2022-12-09 08:00:00","2022-12-26 11:34:50","2023-01-07 23:59:00","culture","culture","","","","<div id=block-otm-content class=""block block-system block-system-main-block""><article role=article about=/news/valletta-cultural-agency-call-street-art-installations-malta class=""node node--type-news-calls node--promoted node--view-mode-full""><div class=node__content><div class=""clearfix text-formatted field field--name-body field--type-text-with-summary field--label-hidden field__item""><p>The Valletta Cultural Agency is inviting artists to submit one or more artistic proposals for street installations, as part of its 2023 cultural programme. This call aims to celebrate the power of art in public places, transforming the streets into a fun and colourful artistic installation, through works of art that harmoniously blend with urban environments open to passers-by.</p><p>Two installations will be selected for display in South Street, Valletta. The first installation chosen must be installed by the 3 March 2023, and the second installation chosen must be installed by the 3 November 2023 (this proposal must create a warm end-of-the year feeling of festivity and hospitality).</p><p>The Agency are interested in proposals for artistic installations which:</p><ul><li>Are colourful and/or impactful and attractive, both during the day and at night.</li><li>Are inspired by Valletta: its history, present, old and new traditions, architecture, etc.</li><li>Are sturdy enough to be on display for 4 months and can withstand weather conditions such as strong sun, wind and possible rain showers.</li><li>Are installed overhead, allowing people to safely walk underneath while not obstructing the narrow streets.</li><li>Are physical, not digital. Designs which include a multi-sensory effect will be considered a plus. The design must respect the fact that this is a residential area.</li><li>Are environmentally conscious in their implementation, including in the choice of materials. The use of plastic is discouraged unless it is re-used or recycled and a plan is in hand for its environmentally conscious disposal at the end of the display period. Materials may include metal, wood, glass, textile, ceramic, lights etc.</li><li>Irreversible interventions in the street or the building facades, including installing nails or bolts, are strictly prohibited.</li></ul><p><strong>The Agency is allocating up to 14,000 <span class=caps>EUR</span> inclusive of <span class=caps>VAT</span> for each selected project.</strong> Although most of the production will be in the Agency’s hands, the applicant is required to provide an estimate within the application to show that the proposed installation can be carried out within the available budget. The estimate must include:</p><ul><li>Artist/s fees.</li><li>Procurement of materials.</li><li>Transportation, labour and installation costs (including high up trucks).</li><li>Technical equipment such as lighting.</li><li>Accommodation and travel for international artists, if required. </li><li>Other production costs including freight, any licensing fee.</li></ul></div></div></article></div>"
"otvoreni-kulturni-forum-residency-for-montenegrin-literary-translators-montenegro-vduyom","Otvoreni Kulturni Forum: Residency for Montenegrin Literary Translators (Montenegro)","","","","","https://on-the-move.org/news/otvoreni-kulturni-forum-residency-montenegrin-literary-translators-montenegro","https://on-the-move.org/sites/default/files/styles/article_desktop_1x/public/news/2022-12/okf.jpeg?itok=CoWBIcK_","","EN","2022-12-09 08:00:00","2022-12-26 11:34:52","2023-01-20 23:59:00","culture","culture","","","","<div id=block-otm-content class=""block block-system block-system-main-block""><article role=article about=/news/otvoreni-kulturni-forum-residency-montenegrin-literary-translators-montenegro class=""node node--type-news-calls node--promoted node--view-mode-full""><div class=node__content><div class=""clearfix text-formatted field field--name-body field--type-text-with-summary field--label-hidden field__item""><p>Otvoreni Kulturni Forum is offering a month-long residency in Cetinje, Montenegro in 2023 within the Translation in Motion project to two literary translators working from Montenegrin into the languages of the <span class=caps>EU</span> countries.</p><p>The duration of the residence in Cetinje, Montenegro is one month and should be carried out no later than July 2023. Eligible translators can be citizens of any <span class=caps>EU</span> country.</p><p>During the residency, the translator is expected to work intensively on the literary translation project with which they applied, to participate in events or activities of the host organisation, and to network with colleagues in Montenegro. </p><p>The host organisation offers free accommodation in the residency centre, <strong>a travel grant</strong>, and a monthly fellowship to cover living expenses.</p></div></div></article></div>"
"hemi-music-awards-open-call-for-solo-artists-and-bands-vtpikt","HEMI Music Awards: Open Call for Solo Artists and Bands","","","","","https://on-the-move.org/news/hemi-music-awards-open-call-solo-artists-and-bands","https://on-the-move.org/sites/default/files/styles/article_desktop_1x/public/news/2022-12/HEMI.jpeg?itok=16ZidD6o","","EN","2022-12-09 08:00:00","2022-12-26 11:34:53","2023-01-08 23:59:00","culture","culture","","","","<div id=block-otm-content class=""block block-system block-system-main-block""><article role=article about=/news/hemi-music-awards-open-call-solo-artists-and-bands class=""node node--type-news-calls node--promoted node--view-mode-full""><div class=node__content><div class=""clearfix text-formatted field field--name-body field--type-text-with-summary field--label-hidden field__item""><p><span class=caps>HEMI</span> Music Awards (<span class=caps>HMA</span>) is a talent programme for artists who are ready to develop an international career and aim to reach new markets and audiences. It is organised by the Hub for the Exchange of Music Innovation (<span class=caps>HEMI</span>), a European initiative aiming to support artists and music business professionals from Czech Republic, Estonia, Greece, Hungary, North Macedonia, Poland, Romania, Serbia, and Slovenia.</p><p>Solo artists and bands can apply to the <span class=caps>HEMI</span> Music Awards programme, which has three phases. In the first phase (1 February - 1 March 2023), 27 applicants will be selected for a programme of online training and support, as well as receiving a delegate pass for an in-person event in their home country. 9 applicants will then pass to a second phase (March-November 2023) where they will have the opportunity to get personalised support from international music industry experts, together with promo support and live touring among 10 leading music conferences and festivals. <strong>In the final phase (November-December 2022), one winner will be selected to participate in and perform live at a major international festival and conference suitable for their genre of music.</strong></p></div></div></article></div>"
"ljubljana-unesco-city-of-literature-writer-in-the-park-residency-slovenia-ljdxmj","Ljubljana UNESCO City of Literature: Writer in the Park Residency (Slovenia)","","","","","https://on-the-move.org/news/ljubljana-unesco-city-literature-writer-park-residency-slovenia-0","https://on-the-move.org/sites/default/files/styles/article_desktop_1x/public/news/2021-12/WRITER-IN-PARK.png?itok=3vw7amXX","","EN","2021-12-10 08:00:00","2022-12-26 11:34:55","2023-01-07 23:59:00","culture","culture","","","","<div id=block-otm-content class=""block block-system block-system-main-block""><article role=article about=/news/ljubljana-unesco-city-literature-writer-park-residency-slovenia-0 class=""node node--type-news-calls node--promoted node--view-mode-full""><div class=node__content><div class=""clearfix text-formatted field field--name-body field--type-text-with-summary field--label-hidden field__item""><p>Ljubljana, a <span class=caps>UNESCO</span> City of Literature since 2015, offers two one-month residencies (in June and October-November 2023) for writers at the Švicarija/Swisshouse Creative Centre, which is part of the International Centre of Graphic Arts.</p><p>The residency is aimed at foreign published writers with a palpable, factual relation with any of the other <span class=caps>UNESCO</span> Cities of Literature. This means the applicant was or has been living in one of the other 41 cities of literature or is related to a city of literature through work. The full list of the cities of literature can be found <a href=https://en.wikipedia.org/wiki/City_of_Literature>here</a>. The applicant must have published at least one book of fiction (be it prose, poetry or drama) in their language. There are no restrictions regarding age, race, gender or nationality. </p><p><strong>Each resident will get a lump sum of €1000 gross</strong> (details regarding potential wire-transfer charges and other expenses can be found in the contract) <strong>for grant and travel expenses</strong>. Each resident will stay in their own, separate and fully equipped apartment with a kitchenette at Švicarija/Swisshouse, along with other artists-residents, artists, and exhibitions.</p><p>Through targeted activities and networking possibilities, suited to each resident’s profile, the organisers will help them get to know the vibrant art and literary scene in Ljubljana. Opportunities for public presentation of the residents’ work will be made possible, as well as meetings with translators, if necessary and/or applicable. During the resident’s stay, some group activities, such as meetings with the organiser, publishers etc., may be scheduled. </p></div></div></article></div>"
"4a-lab-art-histories-archaeologies-anthropologies-aesthetics-fellowships-germany-zghnkr","4A_Lab: Art Histories, Archaeologies, Anthropologies, Aesthetics Fellowships (Germany)","","","","","https://on-the-move.org/news/4alab-art-histories-archaeologies-anthropologies-aesthetics-fellowships-germany","https://on-the-move.org/sites/default/files/styles/article_desktop_1x/public/news/2022-12/A4LAB.jpeg?itok=u0EMKtXG","","EN","2022-12-09 08:00:00","2022-12-26 11:34:56","2023-01-03 23:59:00","culture","culture","","","","<div id=block-otm-content class=""block block-system block-system-main-block""><article role=article about=/news/4alab-art-histories-archaeologies-anthropologies-aesthetics-fellowships-germany class=""node node--type-news-calls node--promoted node--view-mode-full""><div class=node__content><div class=""clearfix text-formatted field field--name-body field--type-text-with-summary field--label-hidden field__item""><p>4A_Lab is a joint programme of the Kunsthistorisches Institut in Florenz – Max-Planck-Institut, and the Stiftung Preußischer Kulturbesitz in collaboration with Forum Transregional Studies, the University of the Arts, Berlin (UdK), and other partners. The 4A_Lab connects disciplines, collections and institutions. It attempts to foster dialogue and exchanges between disciplines, and promotes methodological inquiries in relation to the ecologies of objects or things, collections and archives, in particular – but not only – of those kept in the Prussian Cultural Heritage Foundation.</p><p>This open call invites excellent early career and mid-career scholars to apply for up to two doctoral and five postdoctoral Berlin-based residential fellowships (10 to 15 months). Applications are open in the framework of the 2019 – 2024 focus theme, ‘Aesthetics, Art and the Ecology of Plants: Environmental, Social, and non-Human Perspectives’, as well as in the general research framework of the 4A_Lab: Art Histories, Archaeologies, Anthropologies, Aesthetics, studied critically with and through archives, collections, and environments.</p><p>The 4A_Lab invites researchers to study aesthetic or artistic practices and the ecology, materiality, mediality, mobility and agency of objects, and related discourses. It focuses on objects, practices, environments, and narratives (<span class=caps>OPEN</span>) in their historical, social and historiographical dimensions, including histories of collecting, display, or dispossession, in a conversation that transcends geographical and chronological boundaries. The programme aims to create a space for dialogue for university and museum scholars in order to strengthen transdisciplinary collaborations, to transcend the borders of the 4A disciplines, to combine skills and to foster a conversation between more conceptual and more empirical approaches. The programme aspires to promote transversal networking and critical reflections on historical and contemporary challenges and concerns.</p><p>Applicants should have obtained their master’s degree or their doctorate (within the last seven years prior to their application) in a relevant discipline. Applications are welcome from all regions, with various disciplinary formations, such as Art History, Aesthetics, Archaeology, Anthropology/Ethnology, History and neighbouring fields dealing with artifacts, artistic production, material culture, and aesthetic practices relating to objects, images, languages, architectures, and nature/culture. A reference of the proposed research project to the collections of the Prussian Cultural Heritage Foundation’s institutions is highly welcome. </p><p>The fellowship starts in May 2023 or September 2023 (10 to 15 months). <strong>The fellowships (including travel expenses) follow the guidelines of the Max Planck Society. </strong>Organisational support regarding visas, insurances, housing, etc. will be provided. Successful applicants become 4A_Lab Fellows at the Kunsthistorisches Institut in Florenz – Max-Planck-Institut and at the Stiftung Preußischer Kulturbesitz and are expected to take up residence in Berlin. The working language is English.</p></div></div></article></div>"
"paradise-air-longstay-residency-programme-japan-rkdtls","Paradise Air: Longstay Residency Programme (Japan)","","","","","https://on-the-move.org/news/paradise-air-longstay-residency-programme-japan","https://on-the-move.org/sites/default/files/styles/article_desktop_1x/public/news/2022-12/paradise-air.jpg?itok=QRp7GPY8","","EN","2022-12-09 08:00:00","2022-12-26 11:34:57","2023-01-06 23:59:00","culture","culture","","","","<div id=block-otm-content class=""block block-system block-system-main-block""><article role=article about=/news/paradise-air-longstay-residency-programme-japan class=""node node--type-news-calls node--promoted node--view-mode-full""><div class=node__content><div class=""clearfix text-formatted field field--name-body field--type-text-with-summary field--label-hidden field__item""><p>Paradise Air has held the Longstay Program under various themes and with different application requirements. The 10th edition of the program – under the theme ‘Puzzling Poly+Semy’ – is open to all people of all nationalities working in the arts field.</p><p>The application will take place in two phases, with a shortlist of finalists invited to create a ‘video letter’ in early 2023 and final selected artists invited for a residency of 70-90 days in Matsudo, Japan. </p><p>Selected finalists will receive a grant of ¥30,000 per group to support the production of their video letter.</p><p>Artists in residence receive: </p><ul><li>Accommodation (Paradise Air).</li><li><strong>Transportation for one round trip from the artist’s place of residence to Matsudo (while transportation for artists living in Japan is not limited to one round trip, a maximum limit applies for total transportation costs).</strong></li><li>¥200,000 for production costs per group.</li><li>Per diem: ¥3000 x number of days of residence, per group (cash).</li><li>Costs associated with equipment and transportation of artwork.</li><li>Arrangement of venues for the presentation of work and coordination of events.</li><li>Local support for daily life and production of work.</li><li>Arrangement of transportation to Matsudo and supply. information on current regulations for entering the country.</li><li>Costs associated with publicity.</li></ul></div></div></article></div>"
"new-european-bauhaus-prizes-2023-oghrqo","New European Bauhaus Prizes 2023","","","","","https://on-the-move.org/news/new-european-bauhaus-prizes-2023","https://on-the-move.org/sites/default/files/styles/article_desktop_1x/public/news/2022-01/BAUHAUS.jpeg?itok=mkNE1PNZ","","EN","2022-02-02 08:00:00","2022-12-26 11:34:58","2023-01-31 23:59:00","culture","culture","","","","<div id=block-otm-content class=""block block-system block-system-main-block""><article role=article about=/news/new-european-bauhaus-prizes-2023 class=""node node--type-news-calls node--promoted node--view-mode-full""><div class=node__content><div class=""clearfix text-formatted field field--name-body field--type-text-with-summary field--label-hidden field__item""><p>The European Union is accepting application for the 2023 New European Bauhaus (<span class=caps>NEB</span>) Prizes. Awards will be given to young talents’ ideas as well as to existing projects connected to the values of the <span class=caps>NEB</span> movement: sustainability, inclusiveness and aesthetics. </p><p>Prizes will be awarded to projects and ideas that contribute to beautiful, sustainable and inclusive places, in four categories:</p><ul><li>Reconnecting with nature.</li><li>Regaining a sense of belonging.</li><li>Prioritising the places and people that need it the most.</li><li>The need for long-term, life-cycle thinking in the industrial ecosystem.</li></ul><p>In each of the categories there are three parallel competition strands:</p><ul><li><strong>Strand A: ‘New European Bauhaus Champions’</strong>, devoted to existing and completed projects with clear and positive results. <strong>Prizes of 30,000 <span class=caps>EUR</span> for winning projects.</strong></li><li><strong>Strand B: ‘New European Bauhaus Rising Stars’</strong>, dedicated to concepts submitted by young talents aged 30 or less. The concepts can be at different stages of development, from ideas with a clear plan to the prototype level. <strong>Prizes of 15,000 <span class=caps>EUR</span> for winning projects.</strong></li><li><strong>Strand C: ‘New European Bauhaus Education Champions’</strong>, devoted to initiatives focusing on education and learning. Both completed projects, as well as initiatives with a minimum level of maturity are eligible. <strong>Prizes of 30,000 <span class=caps>EUR</span> for winning projects.</strong></li></ul><p>Applicants of all nationalities and backgrounds are welcome, as long as their concepts, projects and initiatives are implemented in the <span class=caps>EU</span> or in the Western Balkans.</p></div></div></article></div>"
"no-discipline-limited-something-foreign-residency-hong-kong-gjcrga","No Discipline Limited: ‘Something Foreign’ Residency (Hong Kong)","","","","","https://on-the-move.org/news/no-discipline-limited-something-foreign-residency-hong-kong","https://on-the-move.org/sites/default/files/styles/article_desktop_1x/public/news/2022-12/something-foreign.jpg?itok=4yhq_tuh","","EN","2022-12-07 08:00:00","2022-12-26 11:34:59","2022-12-30 23:59:00","culture","culture","","","","<div id=block-otm-content class=""block block-system block-system-main-block""><article role=article about=/news/no-discipline-limited-something-foreign-residency-hong-kong class=""node node--type-news-calls node--promoted node--view-mode-full""><div class=node__content><div class=""clearfix text-formatted field field--name-body field--type-text-with-summary field--label-hidden field__item""><p>Curated by No Discipline Limited in Hong Kong, Something Foreign is an interdisciplinary residency programme promoting cross-cultural exchange.</p><p>‘Foreign’ does not only describe something from abroad, but also relates to objects and conditions that appear as unfamiliar, unaccustomed and unexplored. As the start of a dialogue and exchange, ‘Something Foreign’ brings about inspirations from things external to one’s original experience, simply out of the unknown. </p><p>‘Something Foreign’, as the programme title itself suggests, works as a ‘foreign-er’ to generate and aggregate a collective of curiosities and senses among artists and cultural practitioners who would reset themselves to observe, listen and reflect. Journeying through uncharted waters, the idea is to (re)discover something new, and to venture out to an unimagined fathom.</p><p>‘Something Foreign’ seeks to bolster and renew inspiration to a local arts community by importing ‘foreign things’. The dedicated International Artists-in-Residence programme is scoped to bring in unfamiliar and unexpected ideas, practices and cultures.</p><p>The programme serves as a platform for cross-cultural dialogue, for sharing of identities, values and visions, in the shaping of arts. It provides opportunity to build lasting connections on ideas and experience sharing between people.</p><p>Programme structure and special features:</p><ul><li>Two seasons a year: Spring (April/May) and Autumn (October/November) every year.</li><li>1-2 international artists each season.</li><li>4-6 weeks of residence.</li><li>Performative Presentation (1st week) and Experience Sharing (last week) of residency.</li><li>Exchange with local arts practitioners during residency.</li><li>Jamming, workshops and other experiments with local artists (can be arranged, upon the needs of the visiting artists).</li><li>Mentorship for students of co-organising organisation (students as research / project assistants for the visiting artists).</li></ul><p>Support for the visiting artists:</p><ul><li><strong>Round-trip international flight.</strong></li><li>Accommodation of 4 to 6 weeks.</li><li>Living allowance during the residence.</li><li>Additional research allowance during the residence.</li><li>Studio space.</li><li>Technical support.</li><li>Organising the performative presentation and experience sharing with the visiting artists.</li><li>Assistance in networking with local arts professionals.</li><li>Providing advice and assistance on the research / experiments initiated by the visiting artist.</li></ul><p>The programme is open to interdisciplinary, performance, media art, visual arts, and music, and to artists who are interested in collaboration with art professionals of other medium and disciplines.</p></div></div></article></div>"
"encc-call-for-staff-exchange-training-and-mentoring-programme-lights-on-fuubeh","ENCC: Call for Staff Exchange, Training and Mentoring Programme, Lights On","","","","","https://on-the-move.org/news/encc-call-staff-exchange-training-and-mentoring-programme-lights-0","https://on-the-move.org/sites/default/files/styles/article_desktop_1x/public/news/2022-03/lights-on.jpeg?itok=Lqgy5DAj","","EN","2022-03-11 08:00:00","2022-12-26 11:35:01","2023-01-20 23:59:00","culture","culture","","","","<div id=block-otm-content class=""block block-system block-system-main-block""><article role=article about=/news/encc-call-staff-exchange-training-and-mentoring-programme-lights-0 class=""node node--type-news-calls node--promoted node--view-mode-full""><div class=node__content><div class=""clearfix text-formatted field field--name-body field--type-text-with-summary field--label-hidden field__item""><p>Lights On is a funded programme for young professionals under 35, working in cultural centres and other cultural organisations in Europe. It is a capacity building and process-oriented programme that unfolds over about 8 months. During this period, you should plan to be absent from work for about 12 days. <strong>The programme is largely funded by the <span class=caps>ENCC</span>. Your organisation covers only subsistence costs for the staff exchanges and, if it is not member of the <span class=caps>ENCC</span>, your travel costs to the launching seminar.</strong></p><p>A 5-day launch seminar, held in a different European city each year, is your first opportunity to meet with all the <span class=caps>LIGHTS</span> <span class=caps>ON</span> fellows and mentors. The seminar focuses on cultural management, professional self-development and soft skills, through a mix of training, workshops, coaching, peer-to-peer learning, and study visits to local networks and organisations. This year it will be held in Ostend, Belgium from 8-12 May 2023.</p><p>During the months following the seminar, you will travel to another participant’s organisation for at least 7 days, and host a participant in your organisation for the same amount of time.</p><p>From the moment of being selected to participate into the Lights On programme, up to project evaluation (about 8 months later), you will be supported and mentored by your programme trainers and the <span class=caps>ENCC</span> office. This makes Lights On a self-designable process, in which you can choose to pursue certain learning paths or research areas over a longer period of time, according to your needs and time capacity.</p></div></div></article></div>"
